#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_367004529.1_lasso_peptide_biosynthesis_B2_protein_[Parasphingorhabdus_sp._JC815]                        -            205 Lasso_Fused_RRE      RREFam003     72   4.5e-10   36.1   0.1   1   1   3.1e-10   1.3e-09   34.6   0.1     4    40     3    39     1    48 0.86 -
MBO9708023.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_sp.]                                       -            212 Lasso_Fused_RRE      RREFam003     72   4.6e-10   36.0   0.4   1   1   2.5e-10   1.1e-09   34.9   0.0     2    64     1    63     1    67 0.79 -
WP_178823546.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._P7753]                             -            215 Lasso_Fused_RRE      RREFam003     72   4.9e-10   35.9   1.0   1   1   2.4e-10   9.9e-10   35.0   0.2     8    65    11    67     7    73 0.75 -
WP_066770010.1_lasso_peptide_biosynthesis_B2_protein_[Candidatus_Viadribacter_manganicus]                  -            211 Lasso_Fused_RRE      RREFam003     72   5.1e-10   35.9   0.2   1   1   2.6e-10   1.1e-09   34.8   0.2     4    38    12    46    10    71 0.88 -
WP_184015816.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_boeckii]                                 -            211 Lasso_Fused_RRE      RREFam003     72   5.4e-10   35.8   0.1   1   1   2.3e-10   9.6e-10   35.0   0.1     6    67     2    61     1    66 0.83 -
WP_291168645.1_lasso_peptide_biosynthesis_B2_protein_[Erythrobacter_sp.]                                   -            215 Lasso_Fused_RRE      RREFam003     72   5.5e-10   35.8   0.0   1   1     3e-10   1.2e-09   34.7   0.0     8    36    19    47    18    64 0.87 -
WP_167297750.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_leidyi]                                 -            213 Lasso_Fused_RRE      RREFam003     72   5.6e-10   35.8   0.2   1   1   5.3e-10   2.2e-09   33.8   0.1     3    50     2    49     1    79 0.82 -
WP_052004704.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._EAKA]                              -            213 Lasso_Fused_RRE      RREFam003     72   5.6e-10   35.8   0.2   1   1     3e-10   1.2e-09   34.7   0.2     3    45     4    46     2    70 0.74 -
WP_300443988.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            213 Lasso_Fused_RRE      RREFam003     72   5.7e-10   35.7   0.5   1   1   2.7e-10   1.1e-09   34.8   0.0     3    68     4    67     2    71 0.75 -
WP_343699615.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_sp.]                                     -            214 Lasso_Fused_RRE      RREFam003     72   5.8e-10   35.7   0.1   1   1   4.4e-10   1.9e-09   34.1   0.0     2    69     1    66     1    69 0.86 -
MDB6159238.1_hypothetical_protein_[Gammaproteobacteria_bacterium]                                          -            211 Lasso_Fused_RRE      RREFam003     72   5.8e-10   35.7   0.1   1   1   8.1e-10   3.4e-09   33.3   0.1     3    70     3    83     1    85 0.80 -
WP_067179626.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis]                           -            213 Lasso_Fused_RRE      RREFam003     72   6.4e-10   35.6   0.2   1   1   3.2e-10   1.3e-09   34.5   0.2     2    70     1    66     1    68 0.91 -
WP_339967572.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_aquae]                               -            200 Lasso_Fused_RRE      RREFam003     72   6.7e-10   35.5   0.0   1   1   3.9e-10   1.6e-09   34.3   0.0     9    45     3    39     1    44 0.90 -
WP_297511017.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Caulobacter_sp.]                          -            211 Lasso_Fused_RRE      RREFam003     72   7.1e-10   35.4   0.4   1   1   4.2e-10   1.7e-09   34.2   0.4     4    54     1    55     1    72 0.82 -
MBD3774932.1_lasso_peptide_biosynthesis_B2_protein_[Paracoccaceae_bacterium]                               -            204 Lasso_Fused_RRE      RREFam003     72   7.2e-10   35.4   0.1   1   1   5.1e-10   2.1e-09   33.9   0.1    11    42    12    43     9    49 0.93 -
WP_023462269.1_lasso_peptide_biosynthesis_B2_protein_[Asticcacaulis_sp._YBE204]                            -            215 Lasso_Fused_RRE      RREFam003     72   7.7e-10   35.3   0.1   1   1   4.1e-10   1.7e-09   34.2   0.1     2    48     1    47     1    66 0.84 -
WP_183776925.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_haematophilum]                      -            213 Lasso_Fused_RRE      RREFam003     72   7.8e-10   35.3   0.0   1   1   6.1e-10   2.5e-09   33.7   0.0     2    67     1    66     1    70 0.84 -
WP_164857347.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_crocodyli]                              -            208 Lasso_Fused_RRE      RREFam003     72   7.8e-10   35.3   0.4   1   1   3.8e-10   1.6e-09   34.3   0.4    12    66     3    57     1    62 0.84 -
WP_111515042.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_deserti]                            -            207 Lasso_Fused_RRE      RREFam003     72   7.9e-10   35.3   0.1   1   1   5.3e-10   2.2e-09   33.9   0.0     2    36     1    35     1    40 0.93 -
WP_123170733.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_flavus]                                  -            212 Lasso_Fused_RRE      RREFam003     72   7.9e-10   35.3   1.1   1   1   6.7e-10   2.8e-09   33.5   0.3     6    67     5    64     1    66 0.86 -
WP_164917952.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_diminuta]                              -            214 Lasso_Fused_RRE      RREFam003     72   8.2e-10   35.2   2.2   1   1   2.3e-10   9.5e-10   35.0   0.2     3    70     4    70     2    72 0.90 -
WP_242563299.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_aquaticum]                          -            212 Lasso_Fused_RRE      RREFam003     72   8.3e-10   35.2   0.0   1   1   4.5e-10   1.9e-09   34.1   0.0     2    39     1    38     1    67 0.76 -
MDO9439387.1_lasso_peptide_biosynthesis_B2_protein_[Beijerinckiaceae_bacterium]                            -            208 Lasso_Fused_RRE      RREFam003     72   8.4e-10   35.2   0.6   1   1   3.8e-10   1.6e-09   34.3   0.1     4    67     4    64     1    69 0.88 -
WP_254346501.1_lasso_peptide_biosynthesis_B2_protein_[Paraburkholderia_sp._CNPSo_3274]                     -            205 Lasso_Fused_RRE      RREFam003     72   9.2e-10   35.1   0.1   1   1   2.2e-09   9.3e-09   31.9   0.0     8    40     6    38     1    41 0.92 -
WP_432769045.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                    -            208 Lasso_Fused_RRE      RREFam003     72   9.3e-10   35.1   0.2   1   1   5.7e-10   2.4e-09   33.8   0.2     4    67     4    64     1    69 0.87 -
WP_264446297.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._JCM_18896]                       -            192 Lasso_Fused_RRE      RREFam003     72     1e-09   35.0   0.0   1   1   9.1e-10   3.8e-09   33.1   0.0    21    67     2    44     1    47 0.83 -
WP_169745723.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_subterraneum]                        -            212 Lasso_Fused_RRE      RREFam003     72     1e-09   34.9   0.1   1   1   8.8e-10   3.7e-09   33.1   0.0     8    53     6    51     1    64 0.81 -
MBY0565992.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomonadaceae_bacterium]                             -            214 Lasso_Fused_RRE      RREFam003     72     1e-09   34.9   0.0   1   1   6.1e-10   2.6e-09   33.6   0.0     1    68     1    65     1    68 0.85 -
MDQ2803981.1_hypothetical_protein_[Pseudomonadota_bacterium]                                               -            177 Lasso_Fused_RRE      RREFam003     72   1.1e-09   34.9   0.0   1   1   3.9e-10   1.6e-09   34.3   0.0     2    64    15    77    14    85 0.70 -
WP_152950430.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._Bb-A]                              -            213 Lasso_Fused_RRE      RREFam003     72   1.1e-09   34.8   0.0   1   1   5.3e-10   2.2e-09   33.9   0.0     4    38     4    38     1    66 0.91 -
WP_293841786.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                    -            214 Lasso_Fused_RRE      RREFam003     72   1.1e-09   34.8   0.1   1   1     5e-10   2.1e-09   33.9   0.1     9    43     9    43     1    64 0.77 -
PZQ63460.1_MAG_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_zucineum]                           -            210 Lasso_Fused_RRE      RREFam003     72   1.1e-09   34.8   0.1   1   1   5.3e-10   2.2e-09   33.8   0.1    13    64    10    60     1    66 0.85 -
WP_333895739.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_aurantiaca]                            -            210 Lasso_Fused_RRE      RREFam003     72   1.2e-09   34.7   0.0   1   1   6.5e-10   2.7e-09   33.6   0.0     6    67     5    63     1    66 0.82 -
MDX2275621.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomonadaceae_bacterium]                             -            214 Lasso_Fused_RRE      RREFam003     72   1.2e-09   34.7   0.0   1   1   6.6e-10   2.8e-09   33.5   0.0     1    66     1    63     1    65 0.91 -
WP_242129896.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_sp._Sx8-8]                               -            214 Lasso_Fused_RRE      RREFam003     72   1.2e-09   34.7   0.0   1   1   5.6e-10   2.4e-09   33.8   0.0     3    68     1    63     1    67 0.84 -
WP_374598083.1_lasso_peptide_biosynthesis_B2_protein_[Sphingosinicella_sp.]                                -            215 Lasso_Fused_RRE      RREFam003     72   1.3e-09   34.6   0.1   1   1   5.9e-10   2.5e-09   33.7   0.1     2    48     1    47     1    69 0.81 -
MBK6703124.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacteraceae_bacterium]                            -            206 Lasso_Fused_RRE      RREFam003     72   1.3e-09   34.6   0.0   1   1   7.3e-10   3.1e-09   33.4   0.0     4    67    16    78    15    81 0.86 -
MGE0662501.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomonadaceae_bacterium]                             -            208 Lasso_Fused_RRE      RREFam003     72   1.3e-09   34.6   1.0   1   1   1.3e-09   5.3e-09   32.6   1.0     4    37     3    36     1    70 0.68 -
WP_375188937.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_yanoikuyae]                              -            212 Lasso_Fused_RRE      RREFam003     72   1.4e-09   34.5   0.0   1   1   5.9e-10   2.5e-09   33.7   0.0     3    66     1    61     1    64 0.92 -
WP_066588427.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_pruni]                                  -            203 Lasso_Fused_RRE      RREFam003     72   1.4e-09   34.5   0.2   1   1   1.1e-09   4.8e-09   32.8   0.1    21    68     2    49     1    50 0.96 -
WP_119511831.1_lasso_peptide_biosynthesis_B2_protein_[Pelagerythrobacter_aerophilus]                       -            198 Lasso_Fused_RRE      RREFam003     72   1.4e-09   34.5   1.3   1   1   9.2e-10   3.8e-09   33.1   0.1     8    49     3    44     1    55 0.88 -
WP_173204349.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp._BSNA05]                             -            205 Lasso_Fused_RRE      RREFam003     72   1.5e-09   34.4   0.0   1   1   8.6e-10   3.6e-09   33.2   0.0     8    44     7    41     2    48 0.86 -
WP_293702700.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Sphingopyxis]              -            214 Lasso_Fused_RRE      RREFam003     72   1.5e-09   34.4   0.0   1   1   7.5e-10   3.1e-09   33.4   0.0     8    50     8    50     1    64 0.75 -
WP_337180696.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_granuli]                                -            213 Lasso_Fused_RRE      RREFam003     72   1.6e-09   34.3   0.0   1   1     9e-10   3.8e-09   33.1   0.0     6    42     5    41     1    60 0.85 -
WP_421932374.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            215 Lasso_Fused_RRE      RREFam003     72   1.6e-09   34.3   0.1   1   1   9.2e-10   3.8e-09   33.1   0.1     2    64     1    63     1    70 0.73 -
WP_420469939.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._FT23042]                           -            215 Lasso_Fused_RRE      RREFam003     72   1.7e-09   34.2   0.0   1   1   9.9e-10   4.2e-09   33.0   0.0     8    38    14    44    10    62 0.90 -
OGN44840.1_MAG_hypothetical_protein_A2623_01495_[Caulobacterales_bacterium_RIFCSPHIGHO2_01_FULL_70_19]     -            211 Lasso_Fused_RRE      RREFam003     72   1.9e-09   34.1   0.0   1   1   9.9e-10   4.2e-09   33.0   0.0     2    39     1    37     1    65 0.87 -
HWV00547.1_lasso_peptide_biosynthesis_B2_protein_[Devosia_sp.]                                             -            213 Lasso_Fused_RRE      RREFam003     72   1.9e-09   34.1   0.0   1   1   1.2e-09   5.1e-09   32.7   0.0     2    69     1    65     1    68 0.83 -
WP_312217896.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas]                          -            215 Lasso_Fused_RRE      RREFam003     72   1.9e-09   34.0   0.1   1   1   1.1e-09   4.5e-09   32.9   0.1     2    46     3    47     2    68 0.82 -
WP_310149741.1_lasso_peptide_biosynthesis_B2_protein_[Luteimonas_sp._3794]                                 -            204 Lasso_Fused_RRE      RREFam003     72   2.2e-09   33.8   0.0   1   1   1.3e-09   5.3e-09   32.6   0.0    21    67     2    46     1    49 0.90 -
WP_250752530.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_donggukensis]                           -            214 Lasso_Fused_RRE      RREFam003     72   2.4e-09   33.8   0.8   1   1   1.2e-09   5.2e-09   32.7   0.0     5    70     3    65     1    67 0.85 -
WP_291836962.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            215 Lasso_Fused_RRE      RREFam003     72   2.4e-09   33.7   0.2   1   1     1e-09   4.3e-09   32.9   0.2     3    67     5    68     3    73 0.79 -
WP_313044940.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            205 Lasso_Fused_RRE      RREFam003     72   2.6e-09   33.6   0.5   1   1   1.3e-09   5.3e-09   32.6   0.5     3    65     4    65     2    71 0.88 -
WP_101715612.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_flavus]                                  -            213 Lasso_Fused_RRE      RREFam003     72   2.6e-09   33.6   0.7   1   1   1.4e-09     6e-09   32.5   0.7     2    38     1    37     1    63 0.84 -
WP_182715044.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_aurantiaca]                            -            210 Lasso_Fused_RRE      RREFam003     72   2.8e-09   33.5   0.2   1   1   1.4e-09   5.7e-09   32.5   0.2     3    67     4    67     2    72 0.86 -
WP_349683558.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_aurifodinae]                           -            209 Lasso_Fused_RRE      RREFam003     72   2.8e-09   33.5   0.0   1   1   1.3e-09   5.6e-09   32.6   0.0     4    40     4    40     1    69 0.76 -
WP_293869970.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Sphingomonas]              -            204 Lasso_Fused_RRE      RREFam003     72   2.9e-09   33.5   0.1   1   1   1.3e-09   5.4e-09   32.6   0.1    12    69     3    59     1    62 0.90 -
MFT4954865.1_transglutaminase-like_putative_cysteine_protease_[Brevundimonas_sp.]                          -            212 Lasso_Fused_RRE      RREFam003     72   3.2e-09   33.3   1.8   1   1   7.6e-10   3.2e-09   33.3   1.8     2    35     1    34     1    65 0.86 -
MBH1999689.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonadaceae_bacterium]                           -            213 Lasso_Fused_RRE      RREFam003     72   3.4e-09   33.3   0.0   1   1   1.3e-09   5.6e-09   32.6   0.0     3    70     1    65     1    67 0.77 -
HJS90215.1_hypothetical_protein_[Steroidobacteraceae_bacterium]                                            -            195 Lasso_Fused_RRE      RREFam003     72   3.4e-09   33.3   0.5   1   1   4.4e-09   1.9e-08   30.9   0.0     3    36     3    36     1    60 0.87 -
WP_219897088.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._PAMC22021]                         -            210 Lasso_Fused_RRE      RREFam003     72   3.4e-09   33.3   0.2   1   1     2e-09   8.5e-09   32.0   0.1     2    67     1    63     1    68 0.79 -
WP_148216850.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_zucineum]                           -            207 Lasso_Fused_RRE      RREFam003     72   3.7e-09   33.2   0.1   1   1   3.1e-09   1.3e-08   31.4   0.0    11    36     2    27     1    43 0.86 -
WP_219354917.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_nasdae]                                -            210 Lasso_Fused_RRE      RREFam003     72   3.9e-09   33.1   0.1   1   1   2.9e-09   1.2e-08   31.5   0.1     8    67     3    59     1    61 0.84 -
WP_332794427.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._RB3P16]                             -            212 Lasso_Fused_RRE      RREFam003     72   4.2e-09   33.0   0.0   1   1     2e-09   8.3e-09   32.0   0.0     2    51     1    50     1    66 0.84 -
MDP3906750.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp.]                                   -            205 Lasso_Fused_RRE      RREFam003     72   4.3e-09   32.9   0.4   1   1   2.2e-09   9.3e-09   31.9   0.1    10    42     9    41     4    43 0.92 -
WP_293363136.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            207 Lasso_Fused_RRE      RREFam003     72   4.4e-09   32.9   0.0   1   1   3.3e-09   1.4e-08   31.3   0.0    16    72     2    58     1    58 0.79 -
WP_343280407.1_lasso_peptide_biosynthesis_B2_protein_[Luteimonas_sp._MJ145]                                -            209 Lasso_Fused_RRE      RREFam003     72   4.5e-09   32.9   0.1   1   1   1.9e-09   8.1e-09   32.1   0.1    17    70     3    52     1    54 0.86 -
WP_266232529.1_lasso_peptide_biosynthesis_B2_protein_[Paraburkholderia_sp._CNPSo_3076]                     -            205 Lasso_Fused_RRE      RREFam003     72   4.6e-09   32.8   0.2   1   1   7.2e-09     3e-08   30.2   0.0     7    41     5    39     2    45 0.91 -
MEZ0243743.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp.]                                      -            212 Lasso_Fused_RRE      RREFam003     72   5.2e-09   32.7   0.0   1   1   3.3e-09   1.4e-08   31.3   0.0     3    59     1    58     1    63 0.80 -
WP_375195595.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_sp.]                                     -            214 Lasso_Fused_RRE      RREFam003     72   5.2e-09   32.7   0.0   1   1   2.9e-09   1.2e-08   31.5   0.0     2    57     1    61     1    66 0.83 -
WP_329628770.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                    -            213 Lasso_Fused_RRE      RREFam003     72   5.3e-09   32.7   0.2   1   1   2.5e-09   1.1e-08   31.7   0.2     6    47     5    45     1    85 0.84 -
WP_174837095.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_sp._CL5.1]                              -            215 Lasso_Fused_RRE      RREFam003     72   5.3e-09   32.7   0.0   1   1   3.1e-09   1.3e-08   31.4   0.0     3    67     1    62     1    67 0.86 -
WP_374660638.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            207 Lasso_Fused_RRE      RREFam003     72   5.4e-09   32.6   0.3   1   1   2.7e-09   1.1e-08   31.6   0.3     3    67     2    57     1    62 0.88 -
MCC7266857.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacteraceae_bacterium]                            -            213 Lasso_Fused_RRE      RREFam003     72   5.4e-09   32.6   0.6   1   1   2.3e-09   9.8e-09   31.8   0.1     5    35    10    40     8    56 0.93 -
WP_339872997.1_lasso_peptide_biosynthesis_B2_protein_[uncultured_Brevundimonas_sp.]                        -            213 Lasso_Fused_RRE      RREFam003     72   5.8e-09   32.5   0.0   1   1   2.7e-09   1.2e-08   31.6   0.0     3    69     4    68     2    71 0.77 -
EHZ2638639.1_lasso_peptide_biosynthesis_B2_protein_[Salmonella_enterica]                                   -            210 Lasso_Fused_RRE      RREFam003     72   5.8e-09   32.5   0.0   1   1   2.9e-09   1.2e-08   31.5   0.0    10    58     4    52     1    63 0.88 -
WP_372691208.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            212 Lasso_Fused_RRE      RREFam003     72     6e-09   32.5   0.0   1   1   3.3e-09   1.4e-08   31.3   0.0     5    71     6    71     2    72 0.84 -
WP_185224702.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_huaxiensis]                            -            210 Lasso_Fused_RRE      RREFam003     72   6.3e-09   32.4   0.1   1   1   3.1e-09   1.3e-08   31.4   0.1     5    63     6    65     5    73 0.85 -
WP_277792965.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_endophyticus]                            -            215 Lasso_Fused_RRE      RREFam003     72   6.6e-09   32.3   0.0   1   1   9.3e-09   3.9e-08   29.9   0.0     4    68     3    67     1    71 0.89 -
WP_400613716.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._NPDC092305]                        -            214 Lasso_Fused_RRE      RREFam003     72   7.1e-09   32.2   0.3   1   1   4.3e-09   1.8e-08   30.9   0.2     3    67     5    68     3    71 0.81 -
WP_325028033.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp.]                                    -            212 Lasso_Fused_RRE      RREFam003     72   7.2e-09   32.2   0.2   1   1   3.2e-09   1.4e-08   31.3   0.2     2    64     1    58     1    73 0.85 -
WP_390478134.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[Erythrobacteraceae]                     -            204 Lasso_Fused_RRE      RREFam003     72   7.4e-09   32.2   0.1   1   1   6.5e-09   2.7e-08   30.4   0.0    10    48     9    47     4    54 0.88 -
WP_334016990.1_lasso_peptide_biosynthesis_B2_protein_[Sphingomonas_aurantiaca]                             -            202 Lasso_Fused_RRE      RREFam003     72   7.5e-09   32.2   0.3   1   1   7.6e-09   3.2e-08   30.2   0.0    21    67     2    49     1    52 0.82 -
WP_167755641.1_lasso_peptide_biosynthesis_B2_protein_[Vitreimonas_flagellata]                              -            214 Lasso_Fused_RRE      RREFam003     72   7.9e-09   32.1   0.1   1   1   3.8e-09   1.6e-08   31.1   0.1     4    69    19    81    17    84 0.89 -
WP_062098567.1_MULTISPECIES_lasso_peptide_biosynthesis_B2_protein_[unclassified_Caulobacter]               -            215 Lasso_Fused_RRE      RREFam003     72   8.3e-09   32.0   0.4   1   1   5.8e-09   2.4e-08   30.5   0.4     4    67     3    64     1    69 0.74 -
WP_082657244.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_sp._A083]                               -            213 Lasso_Fused_RRE      RREFam003     72   8.7e-09   31.9   0.0   1   1   4.2e-09   1.8e-08   31.0   0.0     2    72     1    68     1    68 0.90 -
WP_317153261.1_lasso_peptide_biosynthesis_B2_protein_[Sphingopyxis_indica]                                 -            208 Lasso_Fused_RRE      RREFam003     72   9.1e-09   31.9   0.1   1   1   4.7e-09     2e-08   30.8   0.1     4    67     4    64     1    68 0.86 -
MBX9746649.1_lasso_peptide_biosynthesis_B2_protein_[Hyphomonadaceae_bacterium]                             -            214 Lasso_Fused_RRE      RREFam003     72   9.2e-09   31.9   0.7   1   1   4.3e-09   1.8e-08   30.9   0.7     8    67    10    68     7    73 0.82 -
OYX74264.1_MAG_hypothetical_protein_B7Y81_00650_[Caulobacter_sp._32-67-35]                                 -            204 Lasso_Fused_RRE      RREFam003     72     1e-08   31.8   1.4   1   1   7.3e-09   3.1e-08   30.2   0.1    15    64     2    49     1    52 0.81 -
WP_106639779.1_lasso_peptide_biosynthesis_B2_protein_[Allosphingosinicella_vermicomposti]                  -            211 Lasso_Fused_RRE      RREFam003     72     1e-08   31.8   0.0   1   1   7.7e-09   3.2e-08   30.1   0.0     4    68     3    63     1    66 0.84 -
WP_278986069.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_yanoikuyae]                              -            208 Lasso_Fused_RRE      RREFam003     72   1.1e-08   31.6   0.0   1   1   7.3e-09     3e-08   30.2   0.0    16    71     2    57     1    58 0.88 -
WP_374469631.1_lasso_peptide_biosynthesis_B2_protein_[Phenylobacterium_sp.]                                -            198 Lasso_Fused_RRE      RREFam003     72   1.2e-08   31.5   0.0   1   1   6.3e-09   2.6e-08   30.4   0.0    19    67     1    48     1    52 0.92 -
WP_305758227.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                   -            214 Lasso_Fused_RRE      RREFam003     72   1.2e-08   31.5   0.1   1   1   6.2e-09   2.6e-08   30.4   0.1     3    65     4    65     2    70 0.85 -
WP_159831433.1_lasso_peptide_biosynthesis_B2_protein_[Novosphingobium_sp._TCA1]                            -            203 Lasso_Fused_RRE      RREFam003     72   1.2e-08   31.5   1.5   1   1   4.4e-09   1.8e-08   30.9   0.3    21    70     2    51     1    53 0.84 -
WP_281822302.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_sp._BS19]                                -            213 Lasso_Fused_RRE      RREFam003     72   1.2e-08   31.5   0.0   1   1   6.7e-09   2.8e-08   30.3   0.0     3    68     1    63     1    65 0.86 -
WP_182914058.1_lasso_peptide_biosynthesis_B2_protein_[Sphingobium_terrigena]                               -            210 Lasso_Fused_RRE      RREFam003     72   1.3e-08   31.4   0.0   1   1   8.7e-09   3.6e-08   30.0   0.0    15    68     2    55     1    59 0.84 -
MBX9614038.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacteraceae_bacterium]                            -            210 Lasso_Fused_RRE      RREFam003     72   1.3e-08   31.4   0.0   1   1   8.3e-09   3.5e-08   30.0   0.0     2    68     1    64     1    67 0.87 -
WP_198577081.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacter_hibisci]                                 -            207 Lasso_Fused_RRE      RREFam003     72   1.3e-08   31.3   0.1   1   1   6.9e-09   2.9e-08   30.3   0.1     6    66     1    58     1    62 0.88 -
HRE44140.1_lasso_peptide_biosynthesis_B2_protein_[Terricaulis_sp.]                                         -            215 Lasso_Fused_RRE      RREFam003     72   1.4e-08   31.3   0.1   1   1   7.8e-09   3.3e-08   30.1   0.1     4    67    16    79    14    81 0.89 -
MBI2260699.1_lasso_peptide_biosynthesis_B2_protein_[Caulobacterales_bacterium]                             -            215 Lasso_Fused_RRE      RREFam003     72   1.4e-08   31.3   0.0   1   1   7.3e-09   3.1e-08   30.2   0.0     5    64     6    64     3    71 0.88 -
WP_171982003.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp._LM2]                               -            212 Lasso_Fused_RRE      RREFam003     72   1.5e-08   31.2   0.1   1   1   8.8e-09   3.7e-08   29.9   0.1     4    70     6    69     4    71 0.84 -
WP_235977056.1_lasso_peptide_biosynthesis_B2_protein_[Sandaracinobacteroides_hominis]                      -            203 Lasso_Fused_RRE      RREFam003     72   1.5e-08   31.2   0.5   1   1     1e-08   4.2e-08   29.8   0.5    21    71     2    52     1    53 0.88 -
MES2338759.1_lasso_peptide_biosynthesis_B2_protein_[Pseudomonadota_bacterium]                              -            211 Lasso_Fused_RRE      RREFam003     72   1.6e-08   31.1   0.3   1   1   1.4e-08   5.8e-08   29.3   0.1     6    65     2    58     1    63 0.82 -
MEH6664498.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                     -            214 Lasso_Fused_RRE      RREFam003     72   1.6e-08   31.1   2.9   1   1   6.1e-09   2.6e-08   30.4   0.4     4    40     5    41     2    69 0.68 -
MBW8302928.1_lasso_peptide_biosynthesis_B2_protein_[Brevundimonas_sp.]                                     -            213 Lasso_Fused_RRE      RREFam003     72   1.6e-08   31.1   0.2   1   1   9.2e-09   3.8e-08   29.9   0.1     3    63     4    63     2    71 0.80 -
